LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
ABDUL,HADI,w,MAS,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,76,4.8,6.766,,11.566
ABDUL,HADI,w,MAS,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,64,4.6,7.633,,12.233
ABDUL,HADI,w,MAS,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,74,5.1,6.5,,11.6
ABDUL,HADI,w,MAS,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,72,4.6,8.566,,13.166
ABDUL HADI,Farah Ann,w,MAS,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,76,4.8,6.766,,11.566
ABDUL HADI,Farah Ann,w,MAS,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,64,4.6,7.633,,12.233
ABDUL HADI,Farah Ann,w,MAS,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,74,5.1,6.5,,11.6
ADLERTEG,Jonna,w,SWE,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,12,6.3,8.233,,14.533
AKHAIMOVA,Liliia,w,ROC,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,59,5.1,7.166,,12.266
AKHAIMOVA,Liliia,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,59,5.1,7.166,,12.266
AKHAIMOVA,Liliia,w,ROC,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.1,7.166,,12.266
AKHAIMOVA,Liliia,w,ROC,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,11,5.8,7.833,,13.633
AKHAIMOVA,Liliia,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,11,5.8,7.833,,13.633
AKHAIMOVA,Liliia,w,ROC,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.8,7.833,,13.633
AKHAIMOVA,Liliia,w,ROC,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.4,7.5,,12.9
AKHAIMOVA,Liliia,w,ROC,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,49,5.4,7.5,,12.9
AKHAIMOVA,Liliia,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,49,5.4,7.5,,12.9
AKHAIMOVA,Liliia,w,ROC,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,10,5.8,8.966,,14.766
AKHAIMOVA,Liliia,w,ROC,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.8,8.966,,14.766
AKHAIMOVA,Liliia,w,ROC,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",VT,,5.8,8.933,,14.733
AKHAIMOVA,Liliia,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT1,7,5.8,8.966,,14.766
AKHAIMOVA,Liliia,w,ROC,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",VT1,6,5.8,8.866,0.1,14.666
AKHAIMOVA,Liliia,w,ROC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT2,7,5.6,9.033,,14.633
AKHAIMOVA,Liliia,w,ROC,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",VT2,6,5.6,9.066,,14.666
ALVARADO,Luciana,w,CRC,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,37,5.3,7.666,,12.966
ALVARADO,Luciana,w,CRC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,37,5.3,7.666,,12.966
ALVARADO,Luciana,w,CRC,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,66,4.7,7.466,,12.166
ALVARADO,Luciana,w,CRC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,66,4.7,7.466,,12.166
ALVARADO,Luciana,w,CRC,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,55,4.9,7.841,,12.741
ALVARADO,Luciana,w,CRC,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,55,4.9,7.841,,12.741
ALVARADO,Luciana,w,CRC,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,59,4.6,8.833,,13.433
ANDRADE,Rebeca,w,BRA,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",BB,5,5.7,7.966,,13.666
ANDRADE,Rebeca,w,BRA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,18,5.8,7.933,,13.733
ANDRADE,Rebeca,w,BRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,18,5.8,7.933,,13.733
ANDRADE,Rebeca,w,BRA,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",FX,7,5.9,8.166,0.4,13.666
ANDRADE,Rebeca,w,BRA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,4,5.7,8.366,,14.066
ANDRADE,Rebeca,w,BRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,4,5.7,8.366,,14.066
ANDRADE,Rebeca,w,BRA,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",FX,5,5.9,8.233,0.1,14.03
ANDRADE,Rebeca,w,BRA,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",UE,5,6.3,8.366,,14.666
ANDRADE,Rebeca,w,BRA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,19,6,8.2,,14.2
ANDRADE,Rebeca,w,BRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,19,6,8.2,,14.2
ANDRADE,Rebeca,w,BRA,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",VT,1,6,9.4,0.1,15.3
ANDRADE,Rebeca,w,BRA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,1,6,9.4,,15.4
ANDRADE,Rebeca,w,BRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT1,3,6,9.4,,15.4
ANDRADE,Rebeca,w,BRA,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",VT1,1,6,9.266,0.1,15.166
ANDRADE,Rebeca,w,BRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT2,3,5.4,9.4,,14.8
ANDRADE,Rebeca,w,BRA,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",VT2,1,5.8,9.2,0.1,15
ASHIKAWA,Urara,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,12,5.9,8,,13.9
ASHIKAWA,Urara,w,JPN,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",BB,6,5.9,7.833,,13.73
ASHIKAWA,Urara,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,85,3.9,6.333,,
ASHIKAWA,Urara,w,JPN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,88,0.5,9.033,6.5,
BECHDEJU,Laura,w,ESP,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,45,5,7.666,,12.666
BECHDEJU,Laura,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,45,5,7.666,,12.666
BECHDEJU,Laura,w,ESP,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5,7.666,,12.666
BECHDEJU,Laura,w,ESP,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,62,4.8,7.5,,12.3
BECHDEJU,Laura,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,62,4.8,7.5,,12.3
BECHDEJU,Laura,w,ESP,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",FX,,4.8,7.5,,12.3
BECHDEJU,Laura,w,ESP,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.3,7.4,,12.7
BECHDEJU,Laura,w,ESP,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,56,5.3,7.4,,12.7
BECHDEJU,Laura,w,ESP,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,56,5.3,7.4,,12.7
BECHDEJU,Laura,w,ESP,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,52,4.6,8.933,,13.533
BECHDEJU,Laura,w,ESP,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",VT,,4.6,8.933,,13.533
BILES,Simone,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,7,6.5,7.566,,14.066
BILES,Simone,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,7,6.5,7.566,,14.066
BILES,Simone,w,USA,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",BB,3,6.1,7.9,,14
BILES,Simone,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",BB,,6.5,7.566,,14.066
BILES,Simone,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,2,6.7,7.733,0.3,14.133
BILES,Simone,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,2,6.7,7.733,0.3,14.133
BILES,Simone,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",FX,,6.7,7.733,0.3,14.133
BILES,Simone,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",UB,,6.2,8.366,,14.566
BILES,Simone,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,10,6.2,8.366,,14.566
BILES,Simone,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,10,6.2,8.366,,14.566
BILES,Simone,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,4,6,9.266,0.3,14.966
BILES,Simone,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",VT,,6,9.266,0.3,14.966
BILES,Simone,w,USA,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",VT,,5,8.766,,13.766
BILES,Simone,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT1,1,6,9.266,0.3,14.966
BILES,Simone,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT2,1,5.8,9.6,0.3,15.4
BLACK,Elsabeth,w,CAN,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,6,6.3,7.8,,14.1
BLACK,Elsabeth,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,6,6.3,7.8,,14.1
BLACK,Elsabeth,w,CAN,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",BB,4,6.2,7.666,,13.86
BLACK,Elsabeth,w,CAN,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",BB,,6.3,7.8,,14.1
BLACK,Elsabeth,w,CAN,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,63,5.3,6.966,,12.266
BLACK,Elsabeth,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,63,5.3,6.966,,12.266
BLACK,Elsabeth,w,CAN,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.3,6.966,,12.266
BLACK,Elsabeth,w,CAN,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.7,7.1,,12.8
BLACK,Elsabeth,w,CAN,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,54,5.7,7.1,,12.8
BLACK,Elsabeth,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,54,5.7,7.1,,12.8
BLACK,Elsabeth,w,CAN,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,13,5.4,9.133,,14.533
BLACK,Elsabeth,w,CAN,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.4,9.133,,14.533
BLACK,Elsabeth,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT1,12,5.4,9.133,,14.533
BLACK,Elsabeth,w,CAN,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT2,12,5.2,9.1,,14.3
BOYER,Marine,w,FRA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,22,5.8,7.666,,13.466
BOYER,Marine,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,22,5.8,7.666,,13.466
BOYER,Marine,w,FRA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.8,7.666,,13.466
BOYER,Marine,w,FRA,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,5.4,6.666,,12.066
BOYER,Marine,w,FRA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,44,5.1,7.733,0.1,12.733
BOYER,Marine,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,44,5.1,7.733,0.1,12.733
BOYER,Marine,w,FRA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.1,7.733,0.1,12.733
BOYER,Marine,w,FRA,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",FX,,5.2,7.8,,13
BOYER,Marine,w,FRA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",UB,,4.3,6.1,,10.4
BOYER,Marine,w,FRA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,84,4.3,6.1,,10.4
BOYER,Marine,w,FRA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,84,4.3,6.1,,10.4
BOYER,Marine,w,FRA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,46,4.6,9.133,,13.733
BOYER,Marine,w,FRA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",VT,,4.6,9.133,,13.733
BRASSART,Maellyse,w,BEL,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,33,4.9,8.133,,13.033
BRASSART,Maellyse,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,33,4.9,8.133,,13.033
BRASSART,Maellyse,w,BEL,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",BB,,4.9,8.133,,13.033
BRASSART,Maellyse,w,BEL,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,4.9,6.033,,10.933
BRASSART,Maellyse,w,BEL,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,39,4.6,8.166,,12.766
BRASSART,Maellyse,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,39,4.6,8.166,,12.766
BRASSART,Maellyse,w,BEL,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",FX,,4.6,8.166,,12.766
BRASSART,Maellyse,w,BEL,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.3,8.066,,13.366
BRASSART,Maellyse,w,BEL,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,36,5.3,8.066,,13.366
BRASSART,Maellyse,w,BEL,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,36,5.3,8.066,,13.366
BRASSART,Maellyse,w,BEL,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,45,5.4,8.466,0.1,13.766
BRASSART,Maellyse,w,BEL,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.4,8.466,0.1,13.766
BRASSART,Maellyse,w,BEL,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",VT,,5.4,8.733,0.1,14.033
BUI,Kim,w,GER,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",BB,13,4.8,7.8,,12.6
BUI,Kim,w,GER,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,44,4.8,7.866,,12.666
BUI,Kim,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,44,4.8,7.866,,12.666
BUI,Kim,w,GER,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",BB,,4.8,7.866,,12.666
BUI,Kim,w,GER,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",FX,13,5.3,7.866,,13.166
BUI,Kim,w,GER,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,24,5.3,7.9,,13.2
BUI,Kim,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,24,5.3,7.9,,13.2
BUI,Kim,w,GER,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.3,7.9,,13.2
BUI,Kim,w,GER,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.9,8.166,,14.066
BUI,Kim,w,GER,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",UE,11,5.7,8.066,,13.766
BUI,Kim,w,GER,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,24,5.9,8.166,,14.066
BUI,Kim,w,GER,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,24,5.9,8.166,,14.066
BUI,Kim,w,GER,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",VT,21,4.6,8.866,,13.466
BUI,Kim,w,GER,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,54,4.6,8.866,,13.466
BUI,Kim,w,GER,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",VT,,4.6,8.866,,13.466
CALLUM,Mc Grace,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,32,5.2,7.866,,13.066
CALLUM,Mc Grace,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.2,7.866,,13.066
CALLUM,Mc Grace,w,USA,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,5.7,7.966,,13.666
CALLUM,Mc Grace,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,16,5.6,7.966,0.1,13.466
CALLUM,Mc Grace,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.6,7.966,0.1,13.466
CALLUM,Mc Grace,w,USA,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",FX,,5.6,8,0.1,13.5
CALLUM,Mc Grace,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.8,8.3,,14.1
CALLUM,Mc Grace,w,USA,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",UB,,5.8,7.9,,13.7
CALLUM,Mc Grace,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,22,5.8,8.3,,14.1
CALLUM,Mc Grace,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.4,9.133,,14.533
CALLUM,Mc Grace,w,USA,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",VT,,5.4,9,0.1,14.3
CAREY,Jade,w,USA,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",BB,23,5.1,6.433,,11.533
CAREY,Jade,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,41,5.4,7.466,,12.866
CAREY,Jade,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,41,5.4,7.466,,12.866
CAREY,Jade,w,USA,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",FX,3,6.3,7.766,0.1,13.966
CAREY,Jade,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,3,6.2,7.9,,14.1
CAREY,Jade,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,3,6.2,7.9,0.3,14.1
CAREY,Jade,w,USA,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",FX,1,6.3,8.066,,14.36
CAREY,Jade,w,USA,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",UE,15,5.5,8,,13.5
CAREY,Jade,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,20,5.8,8.333,,14.133
CAREY,Jade,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,20,5.8,8.333,,14.133
CAREY,Jade,w,USA,THU 29 JUL 2021,Olympic Games,AAfinal,"Tokyo, Japan",VT,2,6,9.2,,15.2
CAREY,Jade,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,2,6,9.166,,15.166
CAREY,Jade,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT1,2,6,9.166,,15.166
CAREY,Jade,w,USA,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",VT1,8,3.3,8.633,,11.933
CAREY,Jade,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",VT2,2,5.8,9.366,,15.166
CAREY,Jade,w,USA,1 Aug 2021,Olympic Games,final,"Tokyo, Japan",VT2,8,5.8,9.1,2,12.9
CASTRO,Simona,w,CHI,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,79,4.7,6.733,,11.433
CASTRO,Simona,w,CHI,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,79,4.7,6.733,,11.433
CASTRO,Simona,w,CHI,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,85,3.9,6.333,,10.233
CASTRO,Simona,w,CHI,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,85,3.9,6.333,,10.2
CASTRO,Simona,w,CHI,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",UE,78,4.4,7.133,,11.533
CASTRO,Simona,w,CHI,25 July 2021,Olympic Games,qual,"Tokyo, Japan",UE,78,4.4,7.133,,11.533
CASTRO,Simona,w,CHI,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",VT,69,4.6,8.6,,13.2
CHILES,Jordan,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",BB,78,5.6,5.966,,11.566
CHILES,Jordan,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",BB,78,5.6,5.966,,11.566
CHILES,Jordan,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.6,5.966,,11.566
CHILES,Jordan,w,USA,1 Aug 2021,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,5.6,7.833,,13.433
CHILES,Jordan,w,USA,SUN 25 JUL 2021,Olympic Games,AAqual,"Tokyo, Japan",FX,13,5.9,7.666,,13.566
CHILES,Jordan,w,USA,25 July 2021,Olympic Games,qual,"Tokyo, Japan",FX,13,5.9,7.666,,13.566
CHILES,Jordan,w,USA,25 July 2021,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.9,7.666,,13.566
